dimension,value,requested_bootstrap_replicates,comparison,comparison_unit,metric,state_count,trajectory_count,observed_delta,observed_delta_raw,bootstrap_replicates,bootstrap_seed,ci_95_lower,ci_95_upper,ci_excludes_zero,informative,wins,ties,losses
other_answer,without_other,10000,fm_minus_linear,trajectory,rank_improvement,8998,2500,2.3935415873015873,2.3935415873015873,1000,2026,0.7258164166666667,4.227658138888887,True,True,3100,3225,2673
other_answer,without_other,10000,fm_minus_linear,trajectory,rank_percentile_improvement,8998,2500,0.021852242012987366,0.021852242012987366,1000,2026,0.014193832305237035,0.029684683477577117,True,True,3100,3225,2673
other_answer,without_other,10000,fm_minus_linear,trajectory,pairwise_accuracy_delta,8998,2238,0.02957666121864557,0.02957666121864557,1000,2026,0.01924130917139686,0.039429360237347985,True,True,3100,739,2673
supervision_weight,high,10000,fm_minus_linear,trajectory,mrr_delta,1882,1072,0.009040030122717051,0.009040030122717051,1000,2026,0.00043076117223245816,0.017257593341652114,True,True,244,1435,203
supervision_weight,high,10000,fm_minus_linear,trajectory,hit_at_1_delta,1882,1072,0.015375133262260128,0.015375133262260128,1000,2026,0.0016574493603411528,0.029606293310234538,True,True,77,1774,31
supervision_weight,high,10000,fm_minus_linear,trajectory,hit_at_5_delta,1882,1072,-0.0018656716417910447,-0.0018656716417910447,1000,2026,-0.012441697761194028,0.008395522388059701,False,True,26,1819,37
supervision_weight,high,10000,fm_minus_linear,trajectory,hit_at_10_delta,294,188,-0.051418439716312055,-0.007618159203980099,1000,2026,-0.10638297872340426,0.001817375886524783,False,True,12,254,28
supervision_weight,high,10000,fm_minus_linear,trajectory,rank_improvement,1882,1072,-0.2559934701492537,-0.2559934701492537,1000,2026,-1.2547181780828,0.7771461609363894,False,True,244,1435,203
supervision_weight,high,10000,fm_minus_linear,trajectory,rank_percentile_improvement,1882,1072,0.011642768416816688,0.011642768416816688,1000,2026,-0.0014163250154822483,0.025432378790183983,False,True,244,1435,203
supervision_weight,high,10000,fm_minus_linear,trajectory,pairwise_accuracy_delta,1882,439,0.027603235439773215,0.027603235439773215,1000,2026,-0.005449737673760659,0.06090969968929822,False,True,244,244,203
supervision_weight,low,10000,fm_minus_linear,trajectory,mrr_delta,2507,1128,0.001426473580133792,0.001426473580133792,1000,2026,-0.004271893354303812,0.007982534350335415,False,True,1211,75,1221
supervision_weight,low,10000,fm_minus_linear,trajectory,hit_at_1_delta,2507,1128,-0.002733451536643026,-0.002733451536643026,1000,2026,-0.009605865839243498,0.00451019503546099,False,True,14,2479,14
